id	seqName	strand	first	last	LENGTH	type	name	commonName	sense name	source	overlapXu	 wt 15' 0.4M - wt 0	hog1Δ 15' 0.4M -  hog1Δ 0	 wt 100' 1.2M - wt 0	hog1Δ 100' 1.2M -  hog1Δ 0
3571	9	-	268613	270557	1944	SUTs	SUT_FS0108	SUT_FS0108		FrancescLab	NA	2.2233992476	1.157632055	1.9426793226	1.1040284623
7338	16	-	82549	84317	1768	ORF-T	YPL247C	YPL247C		SteinmetzLab	ST6988	2.2211413607	2.3713025648	1.6835928574	1.5996876913
827	4	+	192401	192569	168	CUTs	CUT052	CUT052		SteinmetzLab	ST0406	2.2200328815	-1.2815485103	1.6694814863	-1.2661615336
2018	5	-	281565	282445	880	CUTs	CUT557	CUT557		SteinmetzLab	ST4583	2.2187440509	4.721492521	1.8455993973	1.793027988
2456	7	+	559379	559571	192	CUTs	CUT148	CUT148		SteinmetzLab	ST1223	2.2170575151	1.3996512645	2.15557824	1.2726433882
1861	5	+	351577	353225	1648	ORF-T	YER096W	SHC1		SteinmetzLab	ST0919	2.2160415016	1.7913792751	2.0795611667	1.0231177715
6593	15	+	892027	892675	648	SUTs	SUT380	SUT380		SteinmetzLab	ST3272	2.2134815072	1.2038257508	1.8233586401	-1.0509679432
81	1	-	110619	113435	2816	ORF-T	YAL021C	CCR4		SteinmetzLab	ST3664	2.2113925387	-1.0150235415	1.553945586	-1.1078700519
3167	8	+	501324	501956	632	CUTs	CUT183	CUT183		SteinmetzLab	ST1557	2.2113646058	2.397144589	1.3609688539	-1.1081271361
2210	6	-	104613	106309	1696	ORF-T	YFL016C	MDJ1		SteinmetzLab	ST4695	2.2109462665	3.4770305586	2.7113086893	1.6365357643
7128	16	+	409083	409491	408	CUTs	CUT417	CUT417		SteinmetzLab	ST3453	2.2102903305	1.6587986028	4.4890555797	1.2322083901
7037	16	+	132809	135593	2784	ORF-T	YPL221W	FLC1		SteinmetzLab	ST3362	2.2100224763	2.6775493145	1.2767924406	1.1833513741
4116	11	+	47121	48161	1040	ORF-T	YKL208W	CBT1		SteinmetzLab	ST1922	2.2063016498	2.1137101924	1.478280739	1.4904883489
5723	13	-	752965	753117	152	CUTs	CUT787	CUT787		SteinmetzLab	ST6353	2.204081427	-1.5758744207	1.4994199529	1.1905703338
4879	12	-	63901	65309	1408	ORF-T	YLL039C	UBI4		SteinmetzLab	ST5848	2.2039491601	1.9064482891	5.1009245852	2.3307296402
6411	15	+	364306	366994	2688	ORF-T	YOR018W	ROD1		SteinmetzLab	ST3094	2.1915618695	1.4959990039	-1.3814571485	-1.1206523074
6856	15	-	670590	670702	112	CUTs	CUT851	CUT851		SteinmetzLab	ST6833	2.1905504971	-1.3233843008	2.3223420563	-1.2611438888
6039	14	+	743828	746372	2544	SUTs	SUT344	SUT344	YNR062C	SteinmetzLab	ST2964	2.1904908769	1.7733704262	1.2088493906	-1.0081076481
5366	13	+	545905	547281	1376	ORF-T	YMR139W	RIM11		SteinmetzLab	ST2596	2.1901232191	1.2646020965	-1.2113425424	1.0025238558
1719	4	-	1485681	1487025	1344	ORF-T	YDR523C	SPS1		SteinmetzLab	ST4467	2.1882584591	2.8536797499	-1.2007174281	1.0536689548
3799	10	+	545688	548424	2736	ORF-T	YJR059W	PTK2		SteinmetzLab	ST1854	2.1833708934	2.2952275559	1.1607077758	1.0703821823
2681	7	-	159335	159695	360	SUTs	SUT538	SUT538		SteinmetzLab	ST4786	2.1811742311	1.1391828869	1.580237653	1.0941086136
3041	8	+	170714	171410	696	CUTs	CUT175	CUT175		SteinmetzLab	ST1433	2.1802578316	3.1658668881	4.6059661984	1.2767528774
5280	13	+	297913	297993	80	other	snR75	SNR75		SteinmetzLab	ST2517	2.1780622613	-1.051545825	3.0588747189	1.3640815541
2011	5	-	269293	270221	928	ORF-T	YER056C-A	RPL34A		SteinmetzLab	ST4576	2.1754115194	-6.2072013419	4.4252851114	-2.0733308005
1823	5	+	250633	251329	696	ORF-T	YER048W-A	ISD11		SteinmetzLab	ST0885	2.1684584527	1.4539952247	2.8615726516	1.2090164656
6718	15	-	240182	241398	1216	ORF-T	YOL048C	YOL048C		SteinmetzLab	ST6699	2.1675463998	1.6178336705	1.3616871385	-1.002788401
586	2	-	802404	804900	2496	ORF-T	YBR298C	MAL31		SteinmetzLab	ST3918	2.1674552235	2.9788757146	1.1929314394	1.3823608475
1924	5	-	15773	15981	208	SUTs	SUT503	SUT503		SteinmetzLab	ST4490	2.1666394852	1.3613495779	-1.0588189824	-1.0487754084
4312	11	+	611021	612110	1089	ORF-T	YKR091W	SRL3		SteinmetzLab	ST2108	2.1648216468	2.2627440513	1.732661428	1.7397411117
5657	13	-	545325	545709	384	CUTs	CUT776	CUT776		SteinmetzLab	ST6292	2.1645760474	2.4998097569	1.3470477097	1.3813136618
5472	13	+	861457	861865	408	CUTs	CUT311	CUT311		SteinmetzLab	ST2696	2.1615236032	1.9935436146	3.6321823138	1.4136765854
4980	12	-	386125	388325	2200	ORF-T	YLR120C	YPS1		SteinmetzLab	ST5945	2.1600194473	2.5699693878	1.1573335157	1.1805656589
1268	4	-	101109	103437	2328	ORF-T	YDL199C	YDL199C		SteinmetzLab	ST4037	2.1563836541	2.3714605518	1.3042795829	1.5088693674
1439	4	-	589759	591535	1776	ORF-T	YDR072C	IPT1		SteinmetzLab	ST4202	2.1548300988	2.0105983682	-1.3258087172	-1.0307571498
272	2	+	604464	605568	1104	ORF-T	YBR189W	RPS9B		SteinmetzLab	ST0208	2.1523930967	1.0063577927	1.3934855496	1.7096914092
4835	12	+	954904	956784	1880	ORF-T	YLR417W	VPS36		SteinmetzLab	ST2389	2.1522128059	1.511802461	1.6264700815	-1.2096891463
2465	7	+	592235	592875	640	SUTs	SUT_FS0031	SUT_FS0031		FrancescLab	NA	2.1502977131	1.2994802904	2.5790060246	1.0550405471
1570	4	-	1038121	1039609	1488	ORF-T	YDR289C	RTT103		SteinmetzLab	ST4327	2.1495107391	1.1122493057	1.4628442967	-1.034162116
5664	13	-	568213	568413	200	CUTs	CUT778	CUT778		SteinmetzLab	ST6299	2.1491234614	1.5035045302	1.2019712354	1.8549134943
2651	7	-	64382	67230	2848	ORF-T	YGL229C	SAP4		SteinmetzLab	ST4756	2.1459873801	3.514357167	-1.3951474451	-1.0957545759
3892	10	-	116622	117086	464	SUTs	SUT621	SUT621		SteinmetzLab	ST5410	2.1458168409	2.4555762009	1.9019812958	1.3397811338
6531	15	+	710322	711570	1248	ORF-T	YOR193W	PEX27		SteinmetzLab	ST3210	2.1428335315	1.3162479797	-1.0357117077	-1.1408234597
7527	16	-	643543	644975	1432	SUTs	SUT829	SUT829	VMA13	SteinmetzLab	ST7171	2.1427308097	2.7933031987	1.9140588088	1.3349501739
6447	15	+	447098	448802	1704	ORF-T	YOR065W	CYT1		SteinmetzLab	ST3129	2.1383108754	1.3470184897	-1.7099032723	-1.3823701233
4658	12	+	395177	395585	408	CUTs	CUT256	CUT256		SteinmetzLab	ST2224	2.1370280254	1.2158092908	1.5290510635	-1.2332439614
2989	7	-	1073990	1076166	2176	ORF-T	YGR289C	MAL11		SteinmetzLab	ST5076	2.1343521707	1.1808480903	1.4542425661	1.0338808422
160	2	+	245832	246672	840	ORF-T	YBR005W	RCR1		SteinmetzLab	ST0104	2.1323646018	2.0114401108	3.0040584805	1.7090367742
5613	13	-	412109	413061	952	ORF-T	YMR073C, YMR074C	IRC21, YMR074C		SteinmetzLab	ST6250	2.1308173657	1.3319817387	1.183175332	1.2969827198
5521	13	-	110365	110837	472	CUTs	CUT761	CUT761		SteinmetzLab	ST6166	2.1301941853	-1.3296063237	1.9350972588	-1.5359862106
5092	12	-	757157	757621	464	other	YLR311C	YLR311C		SteinmetzLab	ST6050	2.1296629764	-1.0458681668	2.0464388279	-1.0584297014
129	2	+	143103	143647	544	ORF-T	YBL039W-B	YBL039W-B		SteinmetzLab	ST0076	2.1291040732	1.6754789249	1.7032244504	1.0837863669
4370	11	-	140760	141038	278	other	tE(UUC)K	tE(UUC)K		SteinmetzLab	ST5655	2.1284817956	2.8985469286	8.9907125849	3.4799738645
4488	11	-	447896	449936	2040	ORF-T	YKR005C	YKR005C		SteinmetzLab	ST5768	2.1242917307	2.1865311583	-1.1423870686	1.1643389211
4031	10	-	500636	503676	3040	ORF-T	YJR036C	HUL4		SteinmetzLab	ST5541	2.1197628374	1.1109400575	1.0316456604	-1.3074156592
5451	13	+	793697	794769	1072	ORF-T	YMR262W	YMR262W		SteinmetzLab	ST2678	2.1196267067	1.3932792732	1.1801520476	1.2180035947
6723	15	-	264574	265174	600	CUTs	CUT832	CUT832		SteinmetzLab	ST6704	2.112378672	2.0838350899	3.5988880613	1.4674391399
7073	16	+	237313	239153	1840	ORF-T	YPL166W	ATG29		SteinmetzLab	ST3398	2.1108024613	1.8871362198	1.0858215943	1.0036804901
5060	12	-	666589	667933	1344	SUTs	SUT_FS0122	SUT_FS0122		FrancescLab	NA	2.108038129	2.3335448461	1.5663692412	-1.0106611284
6312	15	+	97514	99690	2176	ORF-T	YOL117W	RRI2		SteinmetzLab	ST3000	2.1056283329	1.3233647519	1.673190317	-1.3020182987
1681	4	-	1383545	1383897	352	CUTs	CUT533	CUT533		SteinmetzLab	ST4430	2.1013190862	2.9140112275	1.8439880306	1.0995332187
491	2	-	493004	494196	1192	ORF-T	YBR128C	ATG14		SteinmetzLab	ST3826	2.1013121056	2.2837317957	2.1424503398	1.1436651802
2105	5	-	545613	546341	728	SUTs	SUT_FS0094	SUT_FS0094		FrancescLab	NA	2.0963936913	1.0240842936	1.7978700464	1.0552065505
283	2	+	628936	631896	2960	ORF-T	YBR203W	COS111		SteinmetzLab	ST0218	2.0952949275	4.1003201405	1.2950687766	1.1233415589
1067	4	+	977485	979205	1720	SUTs	SUT_FS0022	SUT_FS0022		FrancescLab	NA	2.094847351	2.0928528026	4.2601176722	1.639521281
7280	16	+	829731	830803	1072	ORF-T	YPR149W	NCE102		SteinmetzLab	ST3597	2.0934575368	1.1803999248	2.0237921498	1.1171524714
929	4	+	501674	502362	688	CUTs	CUT064	CUT064		SteinmetzLab	ST0503	2.0932144467	2.6323443258	5.8848838728	3.5589749661
5270	13	+	283089	284593	1504	ORF-T	YMR009W	ADI1		SteinmetzLab	ST2507	2.0850263796	2.1028464007	1.4792496076	1.0534842574
1061	4	+	963277	963405	128	CUTs	CUT074	CUT074		SteinmetzLab	ST0628	2.081846771	3.7687104587	1.4974696234	1.4965012078
4967	12	-	339661	341021	1360	ORF-T	YLR099C	ICT1		SteinmetzLab	ST5932	2.0791625058	4.6756529358	1.1252233958	1.5759882041
4487	11	-	445328	447744	2416	ORF-T	YKR004C	ECM9		SteinmetzLab	ST5767	2.0763019415	1.6048476166	1.5709393985	-1.0070113293
2620	7	+	1017970	1019554	1584	CUTs	CUT167	CUT167		SteinmetzLab	ST1374	2.0744484834	2.0055424126	1.4174987089	1.1924530884
7598	16	-	834071	834303	232	CUTs	CUT918	CUT918		SteinmetzLab	ST7240	2.0732529347	1.482532413	4.9817399916	1.5976136529
3227	8	-	143742	145838	2096	SUTs	SUT_FS0103	SUT_FS0103		FrancescLab	NA	2.0732074327	1.2581228771	2.5989836937	1.3007934085
2101	5	-	539301	540373	1072	ORF-T	YER175C	TMT1		SteinmetzLab	ST4658	2.0636505973	2.6212842585	1.3356068706	1.3900052434
3889	10	-	111558	113422	1864	ORF-T	YJL163C	YJL163C		SteinmetzLab	ST5408	2.0605935838	2.5462474069	1.4011622459	1.2060287696
2046	5	-	363965	364309	344	SUTs	SUT515	SUT515	RPS8B	SteinmetzLab	ST4609	2.0605462983	1.4503608508	7.9220297511	2.8556999023
6228	14	-	611672	613432	1760	ORF-T	YNL011C	YNL011C		SteinmetzLab	ST6575	2.0578071572	3.1763572334	1.5198786389	1.4355500256
6236	14	-	632872	633904	1032	ORF-T	YNR002C	ATO2		SteinmetzLab	ST6582	2.0563657119	1.4546744004	2.3065490077	1.058771042
3418	9	+	224409	226489	2080	SUTs	SUT184	SUT184	SPO22	SteinmetzLab	ST1627	2.0555339592	4.2649287622	1.0186177085	-1.1407163527
7224	16	+	679539	681067	1528	ORF-T	YPR065W	ROX1		SteinmetzLab	ST3546	2.0547917496	1.9252618105	-1.3605570787	-1.5337237182
7466	16	-	459215	459839	624	SUTs	SUT817	SUT817		SteinmetzLab	ST7111	2.0459384755	1.3395340213	1.255981982	1.0196790548
6239	14	-	638848	640168	1320	ORF-T	YNR007C	ATG3		SteinmetzLab	ST6585	2.0449632811	1.9515005033	1.6982893588	1.5181091353
5734	13	-	778709	779173	464	ORF-T	YMR256C	COX7		SteinmetzLab	ST6364	2.0415221796	2.0611530396	1.294270939	2.9685818038
7398	16	-	254645	255757	1112	SUTs	SUT_FS0151	SUT_FS0151		FrancescLab	NA	2.0407377056	9.0983139355	1.4581307409	1.3030856213
4346	11	-	63704	67624	3920	ORF-T	YKL201C	MNN4		SteinmetzLab	ST5631	2.0392195088	2.0239430996	-1.0233117022	1.1108442042
7279	16	+	828539	829651	1112	SUTs	SUT425	SUT425		SteinmetzLab	ST3596	2.0376868519	1.6737414389	1.6392221535	1.4170960515
6845	15	-	632590	632862	272	CUTs	CUT850	CUT850		SteinmetzLab	ST6823	2.0363823689	-1.2340827079	1.933677667	-1.064762001
2426	7	+	485491	489523	4032	other	YGL006W-A, YGL006W	YGL006W-A, PMC1		SteinmetzLab	ST1196	2.0361256112	2.6147463124	1.0883141178	1.1412341605
3472	9	+	381057	381921	864	ORF-T	YIR014W	YIR014W		SteinmetzLab	ST1677	2.0352508979	1.9803140337	1.248406364	1.1592459549
4453	11	-	352495	353087	592	CUTs	CUT717	CUT717		SteinmetzLab	ST5735	2.0326632901	2.3874197133	1.3550558614	-1.1903598532
2706	7	-	256183	257279	1096	CUTs	CUT592	CUT592		SteinmetzLab	ST4809	2.0319129943	2.1424760548	1.8770787834	1.802530015
7143	16	+	453411	454067	656	SUTs	SUT409	SUT409		SteinmetzLab	ST3468	2.0303401762	1.6557628323	2.0505516975	-1.1080603584
4129	11	+	92284	92652	368	SUTs	SUT224	SUT224		SteinmetzLab	ST1933	2.0295826954	1.136517527	2.4728787255	-1.0306529016
6029	14	+	716436	716708	272	CUTs	CUT350	CUT350		SteinmetzLab	ST2954	2.029578641	1.1148240864	1.2178328231	1.0525276536
4182	11	+	255386	255659	273	CUTs	CUT230	CUT230		SteinmetzLab	ST1985	2.02683098	-1.0248308911	1.5258703804	-1.1158484619
1853	5	+	333121	335105	1984	SUTs	SUT_FS0026	SUT_FS0026		FrancescLab	NA	2.0239115983	-1.0093230128	2.354312874	-1.0288159844
2885	7	-	795655	796639	984	CUTs	CUT622	CUT622		SteinmetzLab	ST4978	2.0221267517	2.8790134111	1.4153332831	-1.0592302719
993	4	+	727860	728156	296	CUTs	CUT069	CUT069		SteinmetzLab	ST0562	2.0211901325	1.2358091999	1.806425701	-1.1199670541
2360	7	+	310923	312019	1096	ORF-T	YGL103W	RPL28		SteinmetzLab	ST1133	2.0096134579	-1.0825862243	1.7814119125	1.4712837265
4687	12	+	493537	494481	944	ORF-T	YLR164W	YLR164W		SteinmetzLab	ST2251	2.0047742648	1.721090347	2.4008759323	1.3566882679
1257	4	-	68965	70333	1368	ORF-T	YDL216C	RRI1		SteinmetzLab	ST4026	2.0020816004	1.6165588165	1.3544233586	1.045278697
4439	11	-	325551	325911	360	CUTs	CUT716	CUT716		SteinmetzLab	ST5721	2.0009787752	1.0098962189	1.5022746319	1.197371051
5924	14	+	450827	452275	1448	ORF-T	YNL092W	YNL092W		SteinmetzLab	ST2852	1.9996227118	2.5196979926	1.3398493428	1.7802124665
5443	13	+	773313	774089	776	ORF-T	YMR251W	GTO3		SteinmetzLab	ST2670	1.9963678964	1.0305848892	1.1533899066	-1.3043100417
2556	7	+	810003	810739	736	ORF-T	YGR161W-C	YGR161W-C		SteinmetzLab	ST1314	1.9963311539	2.2548227456	2.1507464346	1.9477046774
1512	4	-	831921	832577	656	ORF-T	YDR185C	YDR185C		SteinmetzLab	ST4272	1.9955622531	1.2638112252	-1.0871456927	1.0017441065
2748	7	-	393015	393695	680	SUTs	SUT_FS0098	SUT_FS0098		FrancescLab	NA	1.9952478394	3.4706205782	5.7994444564	3.4718848262
188	2	+	332736	334040	1304	ORF-T	YBR048W	RPS11B		SteinmetzLab	ST0131	1.992431661	1.1203013671	2.3165077616	11.1313670251
1498	4	-	781232	781352	120	CUTs	CUT511	CUT511		SteinmetzLab	ST4259	1.9895080995	2.1660974435	1.1864485171	-1.0610846922
2662	7	-	94791	97071	2280	SUTs	SUT536	SUT536		SteinmetzLab	ST4767	1.987422409	1.4923459303	1.3099775383	-1.1181314859
702	3	-	73365	74021	656	ORF-T	YCL026C-B	HBN1		SteinmetzLab	ST3942	1.9869946162	1.4012902523	3.4949048238	1.7377531081
6598	15	+	912531	913931	1400	ORF-T	YOR319W	HSH49		SteinmetzLab	ST3277	1.9857466662	-1.2312824893	1.9111411546	-1.3117296997
7011	16	+	63225	64793	1568	ORF-T	YPL257W	YPL257W		SteinmetzLab	ST3336	1.9857038972	1.8980139965	1.0280261462	1.3505455544
1430	4	-	567599	568735	1136	ORF-T	YDR058C	TGL2		SteinmetzLab	ST4193	1.9803453189	1.4906569082	1.7103602328	1.2710791355
6144	14	-	338071	339399	1328	ORF-T	YNL159C	ASI2		SteinmetzLab	ST6503	1.9787769618	2.5831061453	1.6754351373	1.7094761129
5823	14	+	174891	175235	344	CUTs	CUT320	CUT320		SteinmetzLab	ST2753	1.9754872855	4.582857375	2.4631809585	1.4460869223
1074	4	+	1009901	1011301	1400	ORF-T	YDR273W	DON1		SteinmetzLab	ST0639	1.9712962832	3.1531316097	1.4676874399	-1.1597102243
461	2	-	406099	406451	352	CUTs	CUT452	CUT452		SteinmetzLab	ST3797	1.9699096309	-1.3195239745	1.2401236364	-1.2729842919
140	2	+	174879	176847	1968	SUTs	SUT_FS0002	SUT_FS0002		FrancescLab	NA	1.9694862076	1.4537316354	1.041801596	-1.0943065051
352	2	-	59725	60845	1120	ORF-T	YBL087C	RPL23A		SteinmetzLab	ST3692	1.9688152462	1.9652721937	2.4128474795	3.0311309629
105	2	+	45545	46481	936	ORF-T	YBL092W	RPL32		SteinmetzLab	ST0053	1.9641984166	1.2782549772	1.6115161719	2.2981600738
3502	9	-	51725	53741	2016	ORF-T	YIL155C	GUT2		SteinmetzLab	ST5257	1.9638656179	1.3499192421	1.2506275446	-1.0053471509
2740	7	-	366399	366471	72	other	snR39B	SNR39B		SteinmetzLab	ST4842	1.9604992796	-1.3565452026	1.7518126377	1.0623985032
6509	15	+	642394	642698	304	CUTs	CUT386	CUT386		SteinmetzLab	ST3189	1.9602429747	1.3691268836	2.4081938355	-1.1057678332
1529	4	-	916057	916337	280	SUTs	SUT476	SUT476	YDR222W	SteinmetzLab	ST4288	1.9601364251	2.6616379691	2.102424896	-1.1463362449
5222	13	+	139353	140369	1016	SUTs	SUT_FS0055	SUT_FS0055		FrancescLab	NA	1.9592375204	1.9813520508	1.4857298853	-1.1092459402
3394	9	+	155145	155849	704	ORF-T	YIL111W	COX5B		SteinmetzLab	ST1606	1.9592214156	1.6044977545	-1.1710485676	-1.0631321439
6151	14	-	356375	356943	568	other	YNL143C	YNL143C		SteinmetzLab	ST6510	1.9576546439	2.5551682235	1.2253028797	-1.4330589493
5829	14	+	198187	198515	328	CUTs	CUT321	CUT321		SteinmetzLab	ST2759	1.9527863012	-1.1432395476	1.1866639627	-1.1263208245
4684	12	+	449689	450729	1040	SUTs	SUT264	SUT264		SteinmetzLab	ST2248	1.9527476333	1.7444707613	1.3105824949	1.0109322844
2527	7	+	746579	747891	1312	ORF-T	YGR127W	YGR127W		SteinmetzLab	ST1288	1.9509448843	1.1946965534	-1.175270795	-1.3205688195
1415	4	-	540599	541615	1016	other	YDR042C, snR47	YDR042C, SNR47		SteinmetzLab	ST4178	1.9502438457	2.8109171061	1.0718215448	1.1558746145
4457	11	-	359751	360471	720	SUTs	SUT676	SUT676	VPS24	SteinmetzLab	ST5737	1.9472878458	3.1966378028	2.2350756251	2.557209324
3142	8	+	445714	447682	1968	ORF-T	YHR171W	ATG7		SteinmetzLab	ST1533	1.9460672768	1.7414035353	1.187247697	1.0993549648
1472	4	-	690224	690480	256	CUTs	CUT505	CUT505		SteinmetzLab	ST4233	1.9429963973	1.8726643734	2.0101721977	1.3683711227
1642	4	-	1257273	1258465	1192	ORF-T	YDR391C	YDR391C		SteinmetzLab	ST4392	1.9427245934	2.1595780376	2.4269842908	1.6466505141
3634	10	+	33537	36529	2992	SUTs	SUT198	SUT198		SteinmetzLab	ST1699	1.9400035369	1.3695126127	1.4061070075	-1.0260352197
2700	7	-	228383	229759	1376	ORF-T	YGL146C	YGL146C		SteinmetzLab	ST4803	1.9398615769	1.6998724036	1.0704526705	1.1504533887
1058	4	+	955661	957749	2088	ORF-T	YDR247W	VHS1		SteinmetzLab	ST0625	1.9396964384	1.450512404	-1.349389942	-1.5245995097
7300	16	+	888083	888227	144	SUTs	SUT427	SUT427		SteinmetzLab	ST3614	1.9390795969	1.7602443087	1.0000369778	1.3350365615
2799	7	-	543399	544543	1144	SUTs	SUT550	SUT550	ERV1	SteinmetzLab	ST4897	1.9388136404	2.3420392698	2.190625081	2.0345882071
3173	8	+	516596	517260	664	SUTs	SUT173	SUT173		SteinmetzLab	ST1563	1.9320632134	2.1660208809	1.5082017603	1.1750458432
193	2	+	347816	349456	1640	ORF-T	YBR056W	YBR056W		SteinmetzLab	ST0135	1.932009019	2.3496707539	1.8807633519	1.63727089
4613	12	+	248657	249329	672	CUTs	CUT254	CUT254		SteinmetzLab	ST2180	1.9295688987	1.2015003107	1.1674420051	-1.4053842035
4148	11	+	153780	154308	528	SUTs	SUT230	SUT230	RCN1	SteinmetzLab	ST1952	1.9294106691	1.9535395356	1.6291110342	1.0949673914
5807	14	+	109123	109403	280	CUTs	CUT316	CUT316		SteinmetzLab	ST2737	1.927180554	2.0712357934	2.0682258294	-1.1787661056
6597	15	+	909259	911635	2376	ORF-T	YOR317W	FAA1		SteinmetzLab	ST3276	1.9271225612	1.2712459133	1.221140525	1.3844220108
2313	7	+	166731	166907	176	CUTs	CUT130	CUT130		SteinmetzLab	ST1087	1.9257195219	2.1348743481	1.7153370296	1.0585447468
2957	7	-	985054	985566	512	SUTs	SUT_FS0100	SUT_FS0100		FrancescLab	NA	1.9250210551	1.2141111081	1.7481090558	1.0288839034
7522	16	-	622703	623215	512	CUTs	CUT905	CUT905		SteinmetzLab	ST7166	1.9216282794	1.3422770366	1.0503710729	1.0514258849
2408	7	+	422139	422947	808	SUTs	SUT118	SUT118		SteinmetzLab	ST1179	1.9195679744	3.9302238728	3.6984750255	3.1190386758
2412	7	+	428531	431347	2816	ORF-T	YGL036W	YGL036W		SteinmetzLab	ST1182	1.9194472388	3.410725838	2.1888440794	2.3418246927
5732	13	-	773597	774053	456	CUTs	CUT790	CUT790		SteinmetzLab	ST6362	1.9189246346	3.5447712852	3.9600249839	2.1684039072
4113	11	+	38817	38905	88	other	snR64	SNR64		SteinmetzLab	ST1919	1.918398263	1.5908916878	1.754604024	1.8049087399
3066	8	+	222969	223753	784	SUTs	SUT159	SUT159	RPP1	SteinmetzLab	ST1457	1.9121911518	2.984697811	6.2104222964	3.9703682199
3597	9	-	342837	343917	1080	ORF-T	YIL007C	NAS2		SteinmetzLab	ST5347	1.9113783952	2.1307784257	2.015965968	1.478057569
6773	15	-	407622	407822	200	CUTs	CUT840	CUT840		SteinmetzLab	ST6752	1.906946254	5.09870914	1.9231015703	3.068126668
353	2	-	61213	62765	1552	ORF-T	YBL086C	YBL086C		SteinmetzLab	ST3693	1.9061948971	1.8756199404	1.2680250347	1.1808207414
4235	11	+	385372	386980	1608	ORF-T	YKL028W	TFA1		SteinmetzLab	ST2035	1.9048877594	1.5658789825	1.3678305318	1.1860116966
6569	15	+	832339	832579	240	other	snR8	SNR8		SteinmetzLab	ST3248	1.9047715684	1.1306744281	-2.5695400382	-1.2595046989
3587	9	-	317901	321109	3208	ORF-T	YIL017C	VID28		SteinmetzLab	ST5339	1.9047371722	3.1589547282	1.0373481322	-1.0087303987
5983	14	+	605316	605780	464	ORF-T	YNL015W	PBI2		SteinmetzLab	ST2909	1.9046338901	1.2139876145	-1.2428836244	1.3888990473
3831	10	+	633464	635808	2344	ORF-T	YJR110W	YMR1		SteinmetzLab	ST1883	1.9045873044	1.4085405508	1.1557751478	-1.2827753255
3175	8	+	518996	520316	1320	ORF-T	YHR209W	CRG1		SteinmetzLab	ST1565	1.9035293081	1.5813427861	1.1280642832	-1.0454648687
4538	11	-	579280	580544	1264	ORF-T	YKR075C	YKR075C		SteinmetzLab	ST5816	1.8988811515	1.1400603433	-1.1768073195	1.8475334904
6664	15	-	73358	73534	176	CUTs	CUT821	CUT821		SteinmetzLab	ST6647	1.8971917795	1.33489286	1.5313695304	1.2139381021
7318	16	+	939211	939683	472	CUTs	CUT435	CUT435		SteinmetzLab	ST3632	1.8969853537	1.5948388624	2.1411855269	1.3666309862
5684	13	-	622141	623389	1248	ORF-T	YMR180C	CTL1		SteinmetzLab	ST6316	1.8965310775	2.5270691247	1.3167944717	1.1483823788
5362	13	+	535689	535977	288	CUTs	CUT302	CUT302		SteinmetzLab	ST2592	1.8955627189	1.2073064389	1.923370807	1.433808513
2428	7	+	497123	498083	960	SUTs	SUT_FS0030	SUT_FS0030		FrancescLab	NA	1.8924994381	1.7608460624	4.7358135846	1.814644597
6885	15	-	751934	755094	3160	ORF-T	YOR219C	STE13		SteinmetzLab	ST6862	1.8923778279	2.1844005438	-1.0327850195	1.202151647
2022	5	-	290965	291757	792	other	YER066C-A	YER066C-A		SteinmetzLab	ST4586	1.8919903205	1.31319832	3.1794199292	1.1482575064
4606	12	+	230809	231625	816	SUTs	SUT251	SUT251		SteinmetzLab	ST2173	1.8873897984	-1.088661991	1.5927623069	1.012739238
1947	5	-	82973	84781	1808	ORF-T	YEL036C	ANP1		SteinmetzLab	ST4512	1.8867245887	-1.1184083628	1.460763618	-1.1991401745
5635	13	-	472829	475517	2688	other	YMR103C, YMR104C	YMR103C, YPK2		SteinmetzLab	ST6271	1.8854498215	1.3765581528	-1.1035271859	1.0059235254
1377	4	-	405125	407405	2280	ORF-T	YDL025C	YDL025C		SteinmetzLab	ST4141	1.8839723935	1.8895641853	-1.1357409175	-1.2895228088
831	4	+	211385	212433	1048	SUTs	SUT_FS0016	SUT_FS0016		FrancescLab	NA	1.8832769414	1.2735678468	6.6790237395	1.5226294837
5697	13	-	656005	658381	2376	CUTs	CUT784	CUT784		SteinmetzLab	ST6329	1.8823394837	2.7252129886	3.5264938214	2.0176021108
4547	11	-	605081	608081	3000	ORF-T	YKR089C	TGL4		SteinmetzLab	ST5825	1.8822263424	1.954507294	-1.0013616596	1.1388436303
5301	13	+	351041	352249	1208	SUTs	SUT_FS0056	SUT_FS0056		FrancescLab	NA	1.8820486358	1.5834878946	1.6608017127	-1.0514121653
5772	13	-	898029	898301	272	SUTs	SUT740	SUT740		SteinmetzLab	ST6400	1.880250418	1.516688954	1.6274463866	1.0089380683
7023	16	+	95441	96409	968	SUTs	SUT395	SUT395	CIN2	SteinmetzLab	ST3348	1.8757187134	1.4368561449	2.8187182072	1.2877522571
401	2	-	238796	241412	2616	ORF-T	YBR001C	NTH2		SteinmetzLab	ST3739	1.8702023004	1.4258756922	-1.2437138802	1.1355713117
2320	7	+	191123	191923	800	ORF-T	YGL166W	CUP2		SteinmetzLab	ST1094	1.8698246638	3.123687339	1.8939897384	1.4970940339
6356	15	+	232482	232794	312	CUTs	CUT364	CUT364		SteinmetzLab	ST3042	1.8694585559	1.2411236988	2.4790720529	1.0720573457
