ensembl_gene_id	external_gene_name	stressType	hog1Dependency	Broad_conservation	CAI	Co.expression_degree	cpb	Disorder	DM	dN.dS	Expression_level	Expression_variation	gc_CDS	gc_UTR3	gc_UTR5	halfLife	length_CDS	length_UTR3	length_UTR5	LLR	Multifunctionality	Nc	nTf	Num_of_domains	Num_of_unique_domains	Observed_GI_degree	PARS_CDS	PARS_UTR3	PARS_UTR5	PPI_degree	SM_fitness_defect	vst_residual_variance	Yeast_conservation
YDR402C	DIT2	unresponsive	unresponsive	67	0.23	36	0.0202455870522081	0.0286	NA	0.0478	NA	0.6181	0.379591836734694	NA	NA	NA	1470	NA	NA	-15.65	9	51.4	29	1	1	42	NA	NA	NA	0	-0.008	NA	19
YDR403W	DIT1	unresponsive	unresponsive	2	0.254	83	0.00137650637070413	0.1007	-0.0136814176392409	0.0622	0.1	0.5041	0.371818746120422	NA	NA	NA	1611	NA	NA	-23.569	4	50.3	44	1	1	22	NA	NA	NA	0	-0.037	0.864310371015843	16
YDR404C	RPB7	unresponsive	unresponsive	79	0.235	256	0.00250019483357056	0	-0.0992269543899538	0.0015	3.1	0.2458	0.387596899224806	0.392	0.402061855670103	3.696481175	516	125	194	-18.606	13	52.4	20	2	2	NA	0.195114341085271	0.24608	0.229329896907217	16	NA	0.718710618508081	23
YDR405W	MRP20	unresponsive	unresponsive	7	0.196	261	0.0143914341863943	0.3004	0.0246174378028378	0.0891	0.6	0.4379	0.477272727272727	0.376811594202899	0.235294117647059	2.108048575	792	138	51	-17.004	8	59.2	24	1	1	NA	NA	NA	NA	10	NA	0.984298891919756	23
YDR406W	PDR15	upregulated	upregulated_Hog1_independent	9	0.27	285	0.0233099533097257	0.2171	-0.0526707762865912	NA	0.4	0.6288	0.412418300653595	NA	NA	3.66324012	4590	NA	NA	1.572	8	48.8	45	5	3	10	NA	NA	NA	1	-0.029	0.808116132222972	13
YDR406W-A		upregulated	upregulated_Hog1_independent	NA	NA	NA	-0.0223035709016381	NA	NA	NA	NA	NA	0.252032520325203	NA	NA	NA	246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR407C	TRS120	unresponsive	unresponsive	37	0.252	295	0.00947104717967366	0.1474	0.0308760537836192	0.097	0.8	0.5645	0.364341085271318	0.195121951219512	NA	2.4369920335	3870	41	NA	-5.024	11	51.6	8	1	1	NA	0.164783979328165	-0.0136585365853659	NA	4	NA	1.09725692166434	23
YDR408C	ADE8	unresponsive	unresponsive	17	0.235	66	0.0262353096538394	0.0093	0.0134327129473665	0.0415	2.2	0.5351	0.47906976744186	0.333333333333333	0.431034482758621	8.0167463545	645	144	58	-17.698	9	59.9	19	1	1	5	0.113832558139535	-0.0779861111111111	0.0718965517241379	4	-0.061	0.962969627008961	23
YDR409W	SIZ1	unresponsive	unresponsive	25	0.198	37	0.0143782049746467	0.4038	0.196263520929618	0.0806	0.1	0.3514	0.393001841620626	NA	NA	2.7822996485	2715	NA	NA	32.539	15	54.1	15	3	3	8	NA	NA	NA	3	-0.035	1.42443221732229	16
YDR410C	STE14	unresponsive	unresponsive	76	0.198	179	0.019687382843024	0.046	-0.033765134101499	0.1039	1.6	0.3508	0.376388888888889	0	0.411764705882353	3.048137341	720	1	34	-21.936	10	52.4	18	1	1	NA	0.256875	0	-0.136147058823529	0	NA	0.950708931397712	20
YDR411C	DFM1	unresponsive	unresponsive	77	0.188	446	0.0144053155068632	0.2786	-0.0301288717581715	0.1605	1	0.4301	0.440545808966862	0.263157894736842	0.333333333333333	3.9423723195	1026	38	51	5.178	7	58	19	1	1	12	0.38258089668616	-0.0452631578947368	0.321372549019608	5	-0.015	0.84788089019172	23
YDR412W	RRP17	downregulated	downregulated_Hog1_independent	10	0.266	1044	0.0134689169144466	0.5319	-0.0372372414291425	0.1597	1.9	0.6648	0.384180790960452	0.370629370629371	0.361111111111111	3.0876700335	708	143	36	-30.789	6	56.5	25	1	1	NA	NA	NA	NA	3	NA	0.865390666224977	21
YDR413C		unresponsive	unresponsive	NA	NA	NA	0.0117061388325119	NA	0.00921794890142869	NA	NA	NA	0.378472222222222	NA	NA	4.5917108535	576	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	1.10201802827662	NA
YDR414C	ERD1	unresponsive	unresponsive	12	0.234	571	0.0238322379866431	0.0525	NA	0.1677	0.6	0.3324	0.370982552800735	0.268115942028986	0.260869565217391	3.163028202	1089	138	161	-26.381	8	53.2	11	1	1	66	0.12710101010101	-0.144420289855072	0.0654037267080745	0	-0.038	NA	22
YDR415C		unresponsive	unresponsive	10	0.231	25	0.0120551546139208	0.0481	0.00917615374926412	0.1187	0.3	0.2424	0.404444444444444	0.311594202898551	0.304347826086957	4.0783069575	1125	138	46	-16.314	8	52.9	8	1	1	10	0.137070222222222	0.139347826086957	0.12195652173913	2	-0.048	0.915893585727345	20
YDR416W	SYF1	unresponsive	unresponsive	73	0.213	448	-0.000932169518425366	0.0373	-0.128293174450172	0.1724	0.4	0.27	0.36937984496124	0.2	0.409836065573771	1.660363386	2580	20	61	-21.659	15	49.9	15	NA	NA	NA	NA	NA	NA	24	NA	0.682773305257364	23
YDR417C		unresponsive	unresponsive	NA	NA	NA	0.00714686881597094	NA	NA	NA	NA	NA	0.438172043010753	NA	NA	NA	372	NA	NA	NA	NA	NA	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR418W	RPL12B	downregulated	downregulated_Hog1_independent	84	0.769	849	0.0814153221690844	0.1818	-0.0255748941683764	0.0193	23.1	0.6996	0.423694779116466	0.225490196078431	NA	15.822457395	498	102	NA	-27.547	9	27.6	38	NA	NA	NA	0.872720883534137	-0.456666666666667	NA	1	NA	0.97574530464115	23
YDR419W	RAD30	unresponsive	unresponsive	64	0.203	341	-0.00406884396167363	0.2389	-0.0105689288155241	0.0915	0.2	0.3517	0.389152185360716	0.309941520467836	NA	2.5337347585	1899	342	NA	-23.372	13	54.4	13	2	2	4	NA	NA	NA	9	-0.057	0.891157993409619	23
YDR420W	HKR1	unresponsive	unresponsive	1	0.165	29	0.0186530425166428	0.4978	0.0361951000828454	0.3926	0.4	0.4707	0.425402107598447	0.352112676056338	0.354838709677419	NA	5409	142	31	-3.102	10	53.1	18	NA	NA	18	NA	NA	NA	1	-0.02	1.14916930668443	10
YDR421W	ARO80	unresponsive	unresponsive	4	0.187	421	0.00407263983809541	0.36	-0.0708165006751308	0.1794	0.2	0.4832	0.387662110059586	0.347368421052632	NA	3.5984002135	2853	95	NA	-17.016	15	52.6	17	1	1	9	NA	NA	NA	2	-0.045	0.781198573179629	17
YDR422C	SIP1	unresponsive	unresponsive	2	0.203	128	0.00977206048569893	0.4392	-0.00404387573098297	0.0953	0.4	0.3086	0.400326797385621	NA	0.365168539325843	1.89683356	2448	NA	178	1.185	9	51.4	11	1	1	10	0.137219362745098	NA	0.0226404494382022	6	-0.011	1.0029197081237	23
YDR423C	CAD1	unresponsive	unresponsive	0	0.215	544	0.00519831165164941	0.3447	0.0340544657650161	0.2997	0.3	0.4509	0.421138211382114	0.269230769230769	0	5.6047844205	1230	52	1	-14.488	12	58.3	22	2	2	25	NA	NA	NA	2	-0.03	1.0492855411758	23
YDR424C	DYN2	unresponsive	unresponsive	84	0.241	171	0.0412893156567406	0.0761	0	NA	3.1	0.3641	0.412186379928315	0.243243243243243	0.25	17.068475665	279	37	16	-31.326	15	61	10	1	1	39	-0.024089605734767	-0.0251351351351351	-0.24	2	0.008	1.02638987294625	17
YDR425W	SNX41	unresponsive	unresponsive	3	0.239	682	0.0113463188135734	0.4016	-0.131619274932266	0.1001	0.2	0.5638	0.363684771033014	NA	NA	2.8245814675	1878	NA	NA	-4.389	10	50.9	20	1	1	37	NA	NA	NA	6	0.07	0.680948414459135	23
YDR426C		unresponsive	unresponsive	NA	NA	NA	0.0041272838266484	NA	NA	NA	NA	NA	0.32010582010582	NA	NA	NA	378	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR427W	RPN9	unresponsive	unresponsive	81	0.313	397	0.0100273199734828	0.056	-0.0145055627613614	0.0461	5.3	0.3974	0.336717428087986	0.282828282828283	0.4375	5.1522848225	1182	99	32	-16.249	8	45.9	18	1	1	NA	0.316548223350254	0.0105050505050505	0.5409375	36	NA	0.902421253062943	23
YDR428C	BNA7	unresponsive	unresponsive	10	0.23	15	0.00927369859885655	0.0345	-0.0868312950191747	0.124	0.4	0.345	0.365139949109415	0.348074179743224	0.457142857142857	6.3611895095	786	701	35	-15.614	6	47.8	9	1	1	6	NA	NA	NA	1	-0.02	0.850509889910312	17
YDR429C	TIF35	downregulated	downregulated_Hog1_independent	71	0.316	909	0.0134984349770733	0.3978	-0.093195170150681	0.0377	8.3	0.6092	0.40969696969697	0.282051282051282	0.444444444444444	7.9675779095	825	78	18	-19.548	8	41.1	23	2	2	NA	0.567739393939394	0.445128205128205	0.0344444444444445	24	NA	0.735447848631163	23
YDR430C	CYM1	unresponsive	unresponsive	69	0.241	200	0.0122526636283966	0.1496	0.024971290101259	0.0495	0.6	0.7705	0.387878787878788	0.148148148148148	NA	4.758266993	2970	27	NA	-5.191	9	49.4	14	4	3	21	NA	NA	NA	6	-0.047	1.0566564873219	23
YDR431W		unresponsive	unresponsive	NA	NA	NA	0.0153832703814899	NA	NA	NA	NA	NA	0.358974358974359	NA	NA	NA	312	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR432W	NPL3	unresponsive	unresponsive	51	0.419	101	0.030965793915123	0.6401	-0.185453519758923	0.0352	3.1	0.5211	0.478714859437751	NA	NA	12.83964561	1245	NA	NA	11.427	17	37.4	39	2	1	NA	0.58846265060241	NA	NA	3	NA	0.711229530303258	22
YDR433W		unresponsive	unresponsive	NA	NA	NA	-0.0246274061720794	NA	NA	NA	NA	NA	0.528344671201814	0.266666666666667	NA	NA	441	225	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR434W	GPI17	unresponsive	unresponsive	55	0.231	56	0.0156722414016743	0.1554	-0.10591595481019	0.0725	2.1	0.6233	0.362616822429907	0.264957264957265	0.350515463917526	4.2384367305	1605	117	97	-18.199	7	50.6	23	1	1	NA	0.262233021806854	-0.0576068376068376	0.217010309278351	13	NA	0.709248270363475	23
YDR435C	PPM1	upregulated	upregulated_Hog1_independent	76	0.253	623	0.0212811512680714	0.0366	-0.00634116568406273	0.1257	0.7	0.5106	0.404255319148936	0.257142857142857	0.384615384615385	9.1222935105	987	140	26	-10.916	6	54.9	17	1	1	70	0.0942563323201621	0.174571428571429	-0.168076923076923	0	0.024	0.953992994500588	23
YDR436W	PPZ2	upregulated	upregulated_Hog1_independent	13	0.164	963	0.0126609271665308	0.5873	0.0304774457907342	0.0951	0.3	0.6036	0.440225035161744	0.276595744680851	0.385281385281385	2.9439858525	2133	141	231	10.577	10	54.9	13	1	1	11	NA	NA	NA	7	-0.025	0.965844283825132	23
YDR437W	GPI19	unresponsive	unresponsive	3	0.225	25	0.0392404771111259	0.0429	-0.115001065933246	0.0912	NA	0.4663	0.423167848699764	0.409836065573771	NA	NA	423	183	NA	-28.491	11	43.4	12	1	1	NA	NA	NA	NA	0	NA	0.666800383374204	22
YDR438W	THI74	unresponsive	unresponsive	12	0.193	38	0.0118534322113224	0.1676	NA	0.1959	0.3	0.3052	0.393530997304582	0.214285714285714	0.364963503649635	1.805794878	1113	84	274	-19.73	5	57.7	20	1	1	5	NA	NA	NA	0	-0.043	NA	23
YDR439W	LRS4	unresponsive	unresponsive	0	0.183	90	0.0307065429583674	0.5303	NA	0.1786	0.2	0.2964	0.364942528735632	0.35827664399093	0.293388429752066	2.9374209115	1044	441	242	-7.525	12	50.9	12	1	1	NA	NA	NA	NA	1	NA	NA	12
YDR440W	DOT1	unresponsive	unresponsive	14	0.213	698	0.023805483740068	0.3213	0	0.1275	0.4	0.392	0.375071469411092	0.304878048780488	0.394736842105263	2.304482041	1749	82	76	-11.16	17	52.1	9	1	1	111	NA	NA	NA	6	0.045	1.12467765825224	20
YDR441C	APT2	downregulated	downregulated_Hog1_independent	NA	0.208	128	0.0114754375822703	0.105	-0.164673938974432	0.0698	1.8	0.5973	0.419413919413919	0.313131313131313	0.347222222222222	3.682261651	546	99	216	-34.688	8	51.7	37	1	1	28	0.255016483516484	0.332020202020202	0.0315277777777778	1	0.048	0.691728080134414	23
YDR442W		unresponsive	unresponsive	NA	NA	NA	0.0282660378937615	NA	NA	NA	NA	NA	0.442748091603053	NA	NA	3.104113104	393	NA	NA	NA	NA	NA	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR443C	SSN2	unresponsive	unresponsive	2	0.233	202	0.0107731680637913	0.2289	0.0424441174452682	0.0504	0.2	0.3905	0.388224255219329	NA	NA	2.637661031	4263	NA	NA	12.021	10	52.7	8	2	1	NA	NA	NA	NA	12	NA	1.12512507349214	22
YDR444W		unresponsive	unresponsive	3	0.217	73	0.0135845715462781	0.2198	-0.0281868403858072	0.0961	0.3	0.4122	0.402616279069767	NA	NA	1.71534839	2064	NA	NA	-9.232	5	55.9	18	1	1	8	NA	NA	NA	0	-0.012	0.856912333444094	23
YDR445C		unresponsive	unresponsive	NA	NA	NA	-0.0269954103840793	NA	NA	NA	NA	NA	0.399509803921569	NA	NA	2.9018663095	408	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR446W	ECM11	unresponsive	unresponsive	0	0.193	41	0.0140957986120123	0.5298	NA	0.1329	NA	0.4873	0.366336633663366	0.253731343283582	NA	NA	909	134	NA	-18.357	5	55.1	20	NA	NA	5	NA	NA	NA	1	-0.042	NA	10
YDR447C	RPS17B	downregulated	downregulated_Hog1_independent	83	0.76	865	0.049097122584414	0.2941	-0.122373068187302	0.0321	34.5	0.6701	0.394160583941606	0.278350515463918	0.222222222222222	14.622351135	411	97	18	-26.683	7	27.9	40	1	1	33	0.581333333333333	-0.637319587628866	-1.51944444444444	17	0.093	0.695146920578927	20
YDR448W	ADA2	unresponsive	unresponsive	75	0.224	103	0.0169797133196352	0.318	-0.0700807754110788	0.0199	0.7	0.3456	0.413793103448276	0.248275862068966	0.280701754385965	2.4246920855	1305	145	57	-4.414	26	50.9	21	3	3	NA	NA	NA	NA	44	NA	0.746529873475598	23
YDR449C	UTP6	downregulated	downregulated_Hog1_dependent	19	0.252	1020	0.0134570700120345	0.1364	0.251230296332043	0.0497	2.4	0.7002	0.334845049130763	0.174311926605505	0.34	1.679073615	1323	109	50	-9.148	15	46.2	32	1	1	NA	NA	NA	NA	36	NA	1.46736265425348	23
YDR450W	RPS18A	unresponsive	unresponsive	79	0.783	849	0.0655350380907261	0.1507	-0.0518189378739893	0.1494	33.7	0.6808	0.410430839002268	0.226890756302521	0.391304347826087	20.473432775	441	119	23	-27.776	11	27.2	41	NA	NA	NA	0.495279138321995	-0.157252100840336	-0.760173913043478	12	NA	0.915738582815766	23
YDR451C	YHP1	unresponsive	unresponsive	9	0.203	97	0.0327259905226142	0.6799	0.250285512912084	0.1513	0.6	0.5343	0.427495291902072	0.290540540540541	0.315789473684211	1.194939454	1062	148	95	-13.426	14	57	38	1	1	7	0.215621468926554	-0.0776351351351351	0.0534736842105263	1	-0.005	2.16940341702006	22
YDR452W	PPN1	unresponsive	unresponsive	64	0.23	366	0.0123088291963342	0.2136	-0.024702300774452	0.1096	1.9	0.4299	0.384197530864198	0.230769230769231	0.350993377483444	5.0974806545	2025	39	151	-15.684	11	53	26	1	1	1	0.290927901234568	-0.177948717948718	-0.0586754966887417	3	-0.026	0.849625815337516	23
YDR453C	TSA2	upregulated	upregulated_Hog1_independent	4	0.359	722	0.00914895863332688	0.0306	0.381465387495202	0.0505	0.2	0.7852	0.416243654822335	0.318181818181818	0.288135593220339	NA	591	66	59	-27.502	9	39.5	45	2	2	2	NA	NA	NA	6	-0.025	1.99115608905496	21
YDR454C	GUK1	unresponsive	unresponsive	80	0.377	851	0.020717199338199	0.0695	-0.0925053005917075	0.043	9.9	0.5721	0.407801418439716	0.41025641025641	0.342105263157895	24.081277635	564	78	38	-17.627	11	42.8	30	1	1	NA	0.704310283687943	0.101	-0.208947368421053	3	NA	0.798204303775184	23
YDR455C		unresponsive	unresponsive	NA	NA	NA	-0.00131092742620569	NA	NA	NA	NA	NA	0.414239482200647	NA	NA	NA	309	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR456W	NHX1	unresponsive	unresponsive	81	0.247	146	0.00353244430186854	0.158	-0.0900448131858617	0.0386	0.6	0.2722	0.384332281808623	0.232876712328767	NA	4.9058502185	1902	73	NA	-0.81	19	51.4	13	1	1	NA	0.341723449001052	0.00712328767123288	NA	0	NA	0.763335466863726	23
YDR457W	TOM1	unresponsive	unresponsive	43	0.245	112	0.0151394083406104	0.2365	0.0652769341439259	0.0371	1.6	0.4485	0.372489038441929	0.287671232876712	0.259259259259259	4.927477673	9807	73	135	-8.087	26	49.6	21	4	4	NA	NA	NA	NA	13	NA	1.02712320736929	23
YDR458C	HEH2	unresponsive	unresponsive	2	0.208	143	0.0102484639059163	0.4811	-0.121804185715806	0.1892	0.4	0.4002	0.360441767068273	0.256983240223464	0.354838709677419	2.618643903	1992	179	31	-24.723	7	47.8	20	2	2	6	NA	NA	NA	0	-0.018	0.723929091754736	22
YDR459C	PFA5	unresponsive	unresponsive	4	0.225	43	0.00305956401593649	0.0963	-0.0743502776694893	0.1659	1	0.2837	0.401777777777778	0.280701754385965	0.421052631578947	2.9935489605	1125	171	76	-18.885	9	56.3	12	1	1	18	0.148536	-0.0692982456140351	0.147763157894737	0	-0.051	0.908076867639598	23
YDR460W	TFB3	unresponsive	unresponsive	67	0.238	346	0.00822902812954166	0.3115	-0.0359544508557722	0.0303	0.6	0.3951	0.394409937888199	0.386206896551724	0.389830508474576	3.51422299	966	145	118	-16.908	15	54.6	18	1	1	NA	NA	NA	NA	6	NA	0.995969829393143	23
YDR461C-A		upregulated	upregulated_Hog1_independent	NA	0.224	0	0.0139564514066176	NA	0.0166058776637709	NA	NA	NA	0.493827160493827	0.26056338028169	0.2	NA	243	142	20	-28.11	3	61	1	NA	NA	NA	0.0218930041152263	0.142464788732394	-0.8675	0	NA	1.02943606193443	2
YDR461W	MFA1	unresponsive	unresponsive	NA	0.534	17	0.0823770053764814	0.6111	1.11760841791892	NA	14.4	0.7807	0.45045045045045	0.285714285714286	0.352941176470588	NA	111	147	17	NA	6	22.8	68	NA	NA	NA	NA	NA	NA	0	NA	21.3800754468689	1
YDR462W	MRPL28	unresponsive	unresponsive	2	0.214	476	0.00708995301322893	0.4762	-0.112849953844354	0.0436	0.6	0.4594	0.461711711711712	0.354838709677419	0.447368421052632	4.798797569	444	124	38	-19.941	5	60.6	14	1	1	NA	0.0810135135135135	-0.0494354838709677	0.150526315789474	13	NA	0.681943900956268	21
YDR463W	STP1	unresponsive	unresponsive	3	0.225	167	0.0239616458788311	0.4451	-0.0992783136643829	0.0747	0.7	0.33	0.41474358974359	0.243386243386243	0.375	2.04692775	1560	189	16	-3.151	12	56.6	15	1	1	98	0.272003846153846	0.0578835978835979	0.0825	5	0.094	0.701501557789956	17
YDR464C-A		unresponsive	unresponsive	NA	NA	NA	0.0387707321434407	NA	NA	NA	NA	NA	0.44973544973545	NA	NA	1.65041851	189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR464W	SPP41	unresponsive	unresponsive	0	0.232	339	0.0160116856022543	0.6843	0.0619767789792458	0.1685	1.2	0.3385	0.396703806870938	0.338983050847458	0.233333333333333	2.4420139715	4308	354	60	-11.45	4	50.2	18	2	1	NA	NA	NA	NA	0	NA	1.11677838091931	23
YDR465C	RMT2	downregulated	downregulated_Hog1_independent	16	0.245	998	0.0135447978007277	0.1553	0.00179187645755413	0.129	2.7	0.7342	0.398708635996772	0.294117647058824	0.377777777777778	6.66972323	1239	136	45	-26.131	9	51.5	18	NA	NA	4	0.385221146085553	0.0630882352941177	0.399111111111111	2	-0.03	0.980735758920794	23
YDR466W	PKH3	unresponsive	unresponsive	25	0.198	106	0.0205000317205236	0.4477	-0.0110333378793389	0.151	0.6	0.4298	0.387838338895069	0.341463414634146	0.391752577319588	1.518376921	2697	41	97	4.777	8	51.2	15	1	1	25	NA	NA	NA	1	-0.101	0.882050298275888	23
YDR467C		unresponsive	unresponsive	NA	NA	NA	0.0158669871158928	NA	NA	NA	NA	NA	0.379204892966361	NA	NA	2.2588752115	327	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR468C	TLG1	unresponsive	unresponsive	13	0.329	267	0.00287766398065631	0.4643	-0.0522177899954463	0.0784	2	0.2981	0.376296296296296	0.377358490566038	0.299319727891156	3.3406593805	675	53	147	-7.719	11	48.5	12	2	2	NA	NA	NA	NA	0	NA	0.913628503668357	23
YDR469W	SDC1	downregulated	downregulated_Hog1_independent	7	0.197	448	0.0196179849157547	0.6514	-0.087499423527146	0.3011	0.6	0.4351	0.367424242424242	0.202898550724638	0.347826086956522	6.5073575135	528	69	23	-9.398	9	58.4	18	1	1	79	0.134791666666667	0.0304347826086957	-0.0747826086956522	9	0.125	0.864991408729023	21
YDR470C	UGO1	unresponsive	unresponsive	7	0.255	10	0.00848100382460769	0.2829	-0.0254864007679529	0.0967	0.4	0.3597	0.377733598409543	NA	NA	3.0835540705	1509	NA	NA	-11.971	12	52.9	20	NA	NA	NA	NA	NA	NA	1	NA	0.807489018359127	23
YDR471W	RPL27B	downregulated	downregulated_Hog1_independent	64	0.576	833	0.0388834577199476	0.375	0	NA	22.1	0.6537	0.428223844282238	0.252100840336134	0.25	9.3997527995	411	119	20	-32.814	8	31.7	52	1	1	21	0.372148661800487	0.30844537815126	-0.5065	0	0.096	1.04659355364157	21
YDR472W	TRS31	unresponsive	unresponsive	52	0.217	150	0.0255798654195773	0.2686	0.0574521455017052	0.0666	0.9	0.3051	0.403755868544601	0.272	0.347258485639687	3.346517384	852	125	383	-6.155	6	53.6	20	1	1	NA	0.189154929577465	-0.33872	-0.0122715404699739	9	NA	1.07650640888615	23
YDR473C	PRP3	unresponsive	unresponsive	66	0.221	508	0.00533182274916055	0.3966	-0.0613200418960149	0.1611	0.4	0.3756	0.367375886524823	0.26	0.358974358974359	3.846720659	1410	150	39	-15.78	7	50.9	27	2	2	NA	NA	NA	NA	29	NA	0.818985488294972	23
YDR475C	JIP4	upregulated	upregulated_Hog1_independent	0	0.2	114	0.0136964714727209	0.4817	-0.0165985353284036	0.1266	NA	0.5551	0.424553401748385	0.272727272727273	0.328767123287671	3.605941778	2631	88	73	-7.127	3	56.2	20	NA	NA	8	NA	NA	NA	4	-0.03	0.970812948482074	17
YDR476C		unresponsive	unresponsive	0	0.205	216	0.00835759702101264	0.0402	0.0346473138963959	0.0724	0.9	0.5376	0.521481481481481	0.441988950276243	0.375	9.550814029	675	181	8	-28.99	3	59.2	24	NA	NA	5	0.390502222222222	0.307237569060773	-0.30375	7	-0.009	1.02700243830541	18
YDR477W	SNF1	unresponsive	unresponsive	75	0.25	216	0.03047828113932	0.4692	-0.122196547882971	0.0269	1.3	0.3412	0.395373291272345	0.272727272727273	0.306772908366534	3.8696841605	1902	132	251	5.341	29	49.8	11	2	2	NA	0.283307045215563	-0.0415151515151515	0.0655776892430279	7	NA	0.715147788771769	23
YDR478W	SNM1	downregulated	downregulated_Hog1_independent	0	0.164	237	0.00292497450519179	0.4798	0.0471194230566793	0.2164	0.8	0.3229	0.385259631490787	0.283582089552239	0.333333333333333	3.844335703	597	67	15	-13.628	8	48.2	7	1	1	NA	NA	NA	NA	3	NA	1.03850688961216	19
YDR479C	PEX29	upregulated	upregulated_Hog1_independent	4	0.217	797	0.0076583223774846	0.3087	0.0251009341794372	0.069	0.8	0.3598	0.396996996996997	NA	NA	2.9212326505	1665	NA	NA	-9.689	8	53.3	17	1	1	19	NA	NA	NA	43	-0.091	1.03194069489686	21
YDR480W	DIG2	unresponsive	unresponsive	NA	0.205	99	0.015073336530486	0.3591	0.0148566430246432	0.1541	0.3	0.3977	0.40843621399177	0.337423312883436	0.333333333333333	4.410611243	972	326	282	6.354	3	52.2	11	NA	NA	13	NA	NA	NA	16	-0.045	1.11431021547154	16
YDR481C	PHO8	unresponsive	unresponsive	56	0.234	86	0.0329396265681744	0.1025	0.304863243132741	0.0848	1.7	0.4302	0.437977660199882	0.174418604651163	NA	3.7123851295	1701	86	NA	-12.004	12	49.1	50	1	1	5	0.562996472663139	0.255697674418605	NA	1	-0.049	2.79463684001113	23
YDR482C	CWC21	unresponsive	unresponsive	6	0.186	119	0.0285860991882753	0.5704	0.0841787395438282	0.1804	0.3	0.3313	0.514705882352941	0.372781065088757	0.405405405405405	6.136497915	408	169	111	0.203	7	61	16	1	1	12	0.0249044117647059	0.0208284023668639	0.147207207207207	8	-0.015	1.08762322897045	21
YDR483W	KRE2	unresponsive	unresponsive	2	0.34	91	0.0289551874035744	0.2104	-0.169480527467605	0.1083	5.1	0.2786	0.398796087283672	0.271929824561404	0.343283582089552	7.831414727	1329	114	67	-18.613	10	44.9	18	1	1	NA	0.310614145974417	0.280175438596491	0.237970149253731	1	NA	0.711213956065782	22
YDR484W	VPS52	unresponsive	unresponsive	70	0.228	138	0.0109693334771647	0.1856	0.0878348616219549	0.078	0.2	0.3159	0.332814122533749	0.25	NA	1.666988684	1926	96	NA	-3.578	13	48	13	1	1	NA	NA	NA	NA	5	NA	1.22479178360605	23
YDR485C	VPS72	unresponsive	unresponsive	45	0.232	429	0.013784099624314	0.6943	0.0697204360316215	0.1841	0.3	0.3386	0.386097152428811	0.311965811965812	NA	2.2809668255	2388	234	NA	-9.401	12	50.5	11	2	2	114	NA	NA	NA	9	0.044	1.04647832669038	23
YDR486C	VPS60	unresponsive	unresponsive	78	0.253	591	0.0132575267765583	0.441	-0.0969135472579432	0.0429	0.7	0.3554	0.402898550724638	0.290322580645161	0.321428571428571	6.925449549	690	124	28	9.505	13	59.6	15	1	1	62	0.230115942028986	0.00338709677419355	0.171428571428571	4	-0.022	0.800279174786193	23
YDR487C	RIB3	unresponsive	unresponsive	16	0.282	103	0.0319426216643273	0.0337	-0.00277095605160094	0.0241	2.5	0.4419	0.443381180223285	0.2875	0.350877192982456	13.082213215	627	80	57	-23.293	13	51.4	24	1	1	NA	0.532307814992026	0.092375	-0.116298245614035	1	NA	0.835809645931854	23
YDR488C	PAC11	unresponsive	unresponsive	37	0.22	69	0.0325621138247156	0.2683	0.0546073781483082	0.1898	0.1	0.5243	0.5	0.427184466019417	NA	5.5807460155	1602	824	NA	-14.778	6	60.3	18	1	1	40	NA	NA	NA	3	0.019	1.22889582427458	17
YDR489W	SLD5	unresponsive	unresponsive	66	0.298	27	0.026163881574611	0.2143	0.0722482807486621	0.1594	0.4	0.3031	0.387570621468927	NA	NA	3.082773028	885	NA	NA	-12.641	7	54	11	1	1	NA	0.123743502824859	NA	NA	8	NA	1.34084948546832	23
YDR490C	PKH1	upregulated	upregulated_Hog1_independent	9	0.202	100	0.0160202678993613	0.5026	0.0443435263123469	0.1868	0.6	0.4698	0.427205562798783	0.378531073446328	0.416666666666667	3.747288824	2301	531	96	-5.668	10	56.3	18	1	1	17	NA	NA	NA	8	-0.007	1.0587040993432	23
YDR491C		unresponsive	unresponsive	NA	NA	NA	0.0234395462728165	NA	NA	NA	NA	NA	0.392276422764228	NA	NA	NA	492	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
